team_name,team_slug,player_name,player_url,player_image_thumb,jersey_number,position,roster_category,player_category,player_image,full_name,team_logo,club_slug,jersey_number_profile,profile_name,profile_height,profile_weight,profile_date_of_birth,profile_birthplace,profile_position,profile_footedness,profile_roster_category,profile_player_category,profile_pronunciation,profile_national_team,profile_player_status
Los Angeles Football Club,los-angeles-football-club,E. Segura,https://www.mlssoccer.com/players/eddie-segura,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/iqcj75xwg4gmey8utrhj",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/iqcj75xwg4gmey8utrhj.png,Eddie Segura,https://images.mlssoccer.com/image/upload/t_q-best/v1747755309/assets/logos/mls-clubs/Club_Logo-LAFC_djrhru.png,los-angeles-football-club,4,Eddie  Segura,"5' 10""",154 lbs,2.2.1997 (29),"Pereira,
             Colombia",Defender,Right,Senior,,,,
Los Angeles Football Club,los-angeles-football-club,J. Shaffelburg,https://www.mlssoccer.com/players/jacob-shaffelburg,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/aorjfklgnnwhdbtfexxr",Forward,Supplemental Slots 29-30,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/aorjfklgnnwhdbtfexxr.png,Jacob Shaffelburg,https://images.mlssoccer.com/image/upload/t_q-best/v1747755309/assets/logos/mls-clubs/Club_Logo-LAFC_djrhru.png,los-angeles-football-club,18,Jacob  Shaffelburg,"5' 11""",161 lbs,11.26.1999 (26),"Kentville, NS,
             Canada",Forward,Left,Supplemental Slots 29-30,,Sha-FULL-berg,,
Los Angeles Football Club,los-angeles-football-club,A. Smoliakov,https://www.mlssoccer.com/players/artem-smolyakov,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/f92o5jp6fqwy9vfst2ea",Defender,Senior,"International, U22 Initiative",,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/f92o5jp6fqwy9vfst2ea.png,Artem Smoliakov,https://images.mlssoccer.com/image/upload/t_q-best/v1747755309/assets/logos/mls-clubs/Club_Logo-LAFC_djrhru.png,los-angeles-football-club,29,Artem  Smoliakov,"5' 11""",,5.29.2003 (22),"Baranivka,
             Ukraine",Defender,,Senior,"International, U22 Initiative",,,
Los Angeles Football Club,los-angeles-football-club,N. Tafari,https://www.mlssoccer.com/players/nkosi-tafari,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/szdehzdb2hd2yj1yvmkt",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/szdehzdb2hd2yj1yvmkt.png,Nkosi Tafari,https://images.mlssoccer.com/image/upload/t_q-best/v1747755309/assets/logos/mls-clubs/Club_Logo-LAFC_djrhru.png,los-angeles-football-club,91,Nkosi  Tafari,"6' 4""",192 lbs,3.23.1997 (28),"Manhattan, NY,
             USA",Defender,,Senior,,n-KOH-si tuh-far-eye,,
Los Angeles Football Club,los-angeles-football-club,J. Terry,https://www.mlssoccer.com/players/jude-terry,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/vydwsxo8dsegnkyzgkdk",Midfielder,,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/vydwsxo8dsegnkyzgkdk.png,Jude Terry,https://images.mlssoccer.com/image/upload/t_q-best/v1747755309/assets/logos/mls-clubs/Club_Logo-LAFC_djrhru.png,los-angeles-football-club,22,Jude  Terry,"5' 9""",,10.8.2008 (17),"Chula Vista, CA,
             USA",Midfielder,,,Homegrown,,,
Los Angeles Football Club,los-angeles-football-club,T. Tillman,https://www.mlssoccer.com/players/timothy-tillman,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/usschsz1qzpw5ma5k2hz",Midfielder,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/usschsz1qzpw5ma5k2hz.png,Timothy Tillman,https://images.mlssoccer.com/image/upload/t_q-best/v1747755309/assets/logos/mls-clubs/Club_Logo-LAFC_djrhru.png,los-angeles-football-club,11,Timothy  Tillman,"6' 0""",163 lbs,1.4.1999 (27),"Nürnberg,
             Germany",Midfielder,Right,Senior,,TILL-min,,
Los Angeles Football Club,los-angeles-football-club,A. Wibowo,https://www.mlssoccer.com/players/adrian-wibowo,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/n16pq02jxjlx4bqsdjay",Forward,Supplemental Slots 25-28,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/n16pq02jxjlx4bqsdjay.png,Adrian Wibowo,https://images.mlssoccer.com/image/upload/t_q-best/v1747755309/assets/logos/mls-clubs/Club_Logo-LAFC_djrhru.png,los-angeles-football-club,77,Adrian  Wibowo,6',,1.17.2006 (20),"Los Angeles, CA,
             USA",Forward,,Supplemental Slots 25-28,Homegrown,,,
Inter Miami Cf,inter-miami-cf,N. Allen,https://www.mlssoccer.com/players/noah-allen,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/eiwvcttqdgpnjcuutjt7",Defender,Senior,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/eiwvcttqdgpnjcuutjt7.png,Noah Allen,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,32,Noah  Allen,"5' 8""",152 lbs,4.28.2004 (21),"Pembroke Pines, Florida,
             USA",Defender,,Senior,Homegrown,no-uh ah-len,,
Inter Miami Cf,inter-miami-cf,T. Allende,https://www.mlssoccer.com/players/tadeo-allende,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/dcpeg3nk2j8qkerwtp04",Forward,Senior,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/dcpeg3nk2j8qkerwtp04.png,Tadeo Allende,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,21,Tadeo  Allende,"6' 0""",,2.20.1999 (27),"Mina Clavero,
             Argentina",Forward,,Senior,International,,,
Inter Miami Cf,inter-miami-cf,D. Ayala,https://www.mlssoccer.com/players/david-ayala,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/eo8ertqinhdmcawvrcwr",Midfielder,Senior,U22 Initiative,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/eo8ertqinhdmcawvrcwr.png,David Ayala,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,22,David  Ayala,"5' 7""",137 lbs,7.26.2002 (23),"Berazategui,
             Argentina",Midfielder,Left,Senior,U22 Initiative,AH-yah-lah,,
Inter Miami Cf,inter-miami-cf,L. Barraza,https://www.mlssoccer.com/players/luis-barraza,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/twr0nenhpjurncyr06ot",Goalkeeper,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/twr0nenhpjurncyr06ot.png,Luis Barraza,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,13,Luis  Barraza,"6' 2""",194 lbs,11.8.1996 (29),"Las Cruces, NM,
             USA",Goalkeeper,,Senior,,Loo-EES bah-RA-za,,
Inter Miami Cf,inter-miami-cf,G. Berterame,https://www.mlssoccer.com/players/german-berterame,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/wmk96cfksvieg688q7qg",Forward,Senior,"Designated Player, International",,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/wmk96cfksvieg688q7qg.png,Germán Berterame,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,19,Germán  Berterame,"5' 11""",143 lbs,11.13.1998 (27),"Córdoba,
             Argentina",Forward,Right,Senior,"Designated Player, International",,,
Inter Miami Cf,inter-miami-cf,I. Boatwright,https://www.mlssoccer.com/players/israel-boatwright,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/m9iyjrevzqlqf8lf4uov",Defender,,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/m9iyjrevzqlqf8lf4uov.png,Israel Boatwright,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,62,Israel  Boatwright,"5' 11""",,6.2.2005 (20),"Grand Rapids, Michigan,
             USA",Defender,,,Homegrown,,,
Inter Miami Cf,inter-miami-cf,Y. Bright,https://www.mlssoccer.com/players/yannick-bright,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/tr6jqihx6iyk7hpbzfbx",Forward,Senior,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/tr6jqihx6iyk7hpbzfbx.png,Yannick Bright,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,42,Yannick  Bright,"5' 8""",,9.3.2001 (24),"Milan,
             Italy",Forward,,Senior,International,,,
Inter Miami Cf,inter-miami-cf,B. Cremaschi,https://www.mlssoccer.com/players/benjamin-cremaschi,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/hw6s0byhznwh4hbviblm",Midfielder,Senior,Homegrown,Loaned Out,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/hw6s0byhznwh4hbviblm.png,Benjamín Cremaschi,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,30,Benjamín  Cremaschi,"6' 0""",159 lbs,3.2.2005 (21),"Miami, FL,
             USA",Midfielder,,Senior,Homegrown,ben-hah-meen kre-mas-key,,Loaned Out
Inter Miami Cf,inter-miami-cf,R. De Paul,https://www.mlssoccer.com/players/rodrigo-de-paul,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/e9oditnux7hphap5cumn",Midfielder,Senior,"Designated Player, International",,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/e9oditnux7hphap5cumn.png,Rodrigo De Paul,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,7,Rodrigo  De Paul,"5' 11""",154 lbs,5.24.1994 (31),"Sarandí,
             Argentina",Midfielder,Right,Senior,"Designated Player, International",,,
Inter Miami Cf,inter-miami-cf,M. Falcón,https://www.mlssoccer.com/players/maximiliano-falcon,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/btw5kkkmdaq6whgjlivk",Defender,Senior,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/btw5kkkmdaq6whgjlivk.png,Maximiliano Falcón,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,37,Maximiliano  Falcón,"5' 10""",176 lbs,5.1.1997 (28),"Paysandú,
             Uruguay",Defender,Right,Senior,International,,,
Inter Miami Cf,inter-miami-cf,I. Fray,https://www.mlssoccer.com/players/ian-fray,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/j2xj9hjbrylxtvssn9rw",Defender,Supplemental Slots 21-24,Homegrown,Unavailable,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/j2xj9hjbrylxtvssn9rw.png,Ian Fray,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,17,Ian  Fray,"6' 0""",159 lbs,8.31.2002 (23),"Coconut Creek, Florida,
             USA",Defender,,Supplemental Slots 21-24,Homegrown,ee-uhn fray,,Unavailable
Inter Miami Cf,inter-miami-cf,T. Hall,https://www.mlssoccer.com/players/tyler-hall,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/gcwg3rnbu63sz11a1gno",Defender,,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/gcwg3rnbu63sz11a1gno.png,Tyler Hall,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,26,Tyler  Hall,"5' 10""",,2.5.2006 (20),"Miramar, FL,
             USA",Defender,,,Homegrown,,,
Inter Miami Cf,inter-miami-cf,G. Luján,https://www.mlssoccer.com/players/gonzalo-lujan,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/squowjtl4apgvwbgvj4j",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/squowjtl4apgvwbgvj4j.png,Gonzalo Luján,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,2,Gonzalo  Luján,6',,4.7.2001 (24),"Buenos Aires,
             Argentina",Defender,,Senior,,,,
Inter Miami Cf,inter-miami-cf,M. Marin,https://www.mlssoccer.com/players/matias-marin,/assets/images/Fallback-Headshot.png,Goalkeeper,,,,/assets/images/Fallback-Headshot.png,player,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,23,Matias  Marin,,,10.7.2007 (18),"unknown,
             USA",Goalkeeper,,,,,,
Inter Miami Cf,inter-miami-cf,L. Messi,https://www.mlssoccer.com/players/lionel-messi,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/dgf16teb7frztpmtasdh",Midfielder,Senior,"Designated Player, International",,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/dgf16teb7frztpmtasdh.png,Lionel Messi,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,10,Lionel  Messi,"5' 7""",148 lbs,6.24.1987 (38),"Rosario,
             Argentina",Midfielder,Left,Senior,"Designated Player, International",,,
Inter Miami Cf,inter-miami-cf,S. Morales,https://www.mlssoccer.com/players/santiago-morales,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/xavpyny9krx988tpojhv",Midfielder,Supplemental Slots 21-24,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/xavpyny9krx988tpojhv.png,Santiago Morales,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,20,Santiago  Morales,"5' 7""",148 lbs,2.9.2007 (19),"Santa Cruz de Tenerife,
             Spain",Midfielder,Right,Supplemental Slots 21-24,Homegrown,,,
Inter Miami Cf,inter-miami-cf,F. Mura,https://www.mlssoccer.com/players/facundo-mura,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/yoy0fxvggyijdtoi4xgf",Defender,Senior,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/yoy0fxvggyijdtoi4xgf.png,Facundo Mura,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,4,Facundo  Mura,"5' 8""",152 lbs,3.23.1999 (26),"General Roca,
             Argentina",Defender,,Senior,International,,,
Inter Miami Cf,inter-miami-cf,D. Pinter,https://www.mlssoccer.com/players/daniel-pinter,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/h4u1k4lgnkhembd3c34d",Forward,,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/h4u1k4lgnkhembd3c34d.png,Daniel Pinter,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,56,Daniel  Pinter,,,6.6.2007 (18),"unknown,
             USA",Forward,,,Homegrown,,,
Inter Miami Cf,inter-miami-cf,S. Reguilón,https://www.mlssoccer.com/players/sergio-reguilon,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/tqgoexbcygmompwn3tyv",Defender,Senior,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/tqgoexbcygmompwn3tyv.png,Sergio Reguilon,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,3,Sergio  Reguilón,"5' 10""",150 lbs,12.16.1996 (29),"Madrid,
             Spain",Defender,Left,Senior,International,,,
Inter Miami Cf,inter-miami-cf,D. Ruíz,https://www.mlssoccer.com/players/david-ruiz,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/sxslacyefvsubdv62sda",Midfielder,Supplemental Slots 25-28,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/sxslacyefvsubdv62sda.png,David Ruíz,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,41,David  Ruíz,"5' 10""",,2.8.2004 (22),"Miami, FL,
             USA",Midfielder,,Supplemental Slots 25-28,Homegrown,,,
Inter Miami Cf,inter-miami-cf,R. Ríos Novo,https://www.mlssoccer.com/players/rocco-rios-novo,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/bwjjhhdasdbjzmajltx2",Goalkeeper,Supplemental Slots 21-24,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/bwjjhhdasdbjzmajltx2.png,Rocco Ríos Novo,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,34,Rocco  Ríos Novo,"5' 10""",154 lbs,6.4.2002 (23),"Los Angeles, CA,
             USA",Goalkeeper,,Supplemental Slots 21-24,,,,
Inter Miami Cf,inter-miami-cf,T. Segovia,https://www.mlssoccer.com/players/telasco-segovia,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/omhaxck2f817wc8yfref",Defender,Senior,U22 Initiative,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/omhaxck2f817wc8yfref.png,Telasco Segovia,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,8,Telasco  Segovia,"5' 11""",159 lbs,4.2.2003 (22),"Barquisimeto,
             Venezuela",Defender,,Senior,U22 Initiative,,,
Inter Miami Cf,inter-miami-cf,M. Silvetti,https://www.mlssoccer.com/players/mateo-silvetti,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/izueki00sce0y6jqkago",Forward,Senior,"U22 Initiative, International",,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/izueki00sce0y6jqkago.png,Mateo Silvetti,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,24,Mateo  Silvetti,"5' 9""",,1.14.2006 (20),"Rosario,
             Argentina",Forward,,Senior,"U22 Initiative, International",,,
Inter Miami Cf,inter-miami-cf,D. St. Clair,https://www.mlssoccer.com/players/dayne-st-clair,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/crfars8pnvkcllsq9zjm",Goalkeeper,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/crfars8pnvkcllsq9zjm.png,Dayne St. Clair,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,97,Dayne  St. Clair,"6' 3""",190 lbs,5.9.1997 (28),"Pickering, ON,
             Canada",Goalkeeper,Left,Senior,,,,
Inter Miami Cf,inter-miami-cf,L. Suárez,https://www.mlssoccer.com/players/luis-suarez,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/uy0zk64l0vch1msngg9y",Forward,Senior,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/uy0zk64l0vch1msngg9y.png,Luis Suárez,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,9,Luis  Suárez,"5' 9""",159 lbs,1.24.1987 (39),"Salto,
             Uruguay",Forward,Right,Senior,International,,,
Inter Miami Cf,inter-miami-cf,M. dos Santos,https://www.mlssoccer.com/players/micael-dos-santos-silva,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/nthaexhkfx9oiii939az",Defender,Senior,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/nthaexhkfx9oiii939az.png,Micael,https://images.mlssoccer.com/image/upload/t_q-best/v1747755405/assets/logos/mls-clubs/Club_Logo-Miami_tyqe64.png,inter-miami-cf,16,Micael  dos Santos,"6' 3""",181 lbs,8.12.2000 (25),"Presidente Prudente,
             Brazil",Defender,,Senior,International,,,
Minnesota United Fc,minnesota-united-fc,J. Adebayo-Smith,https://www.mlssoccer.com/players/jordan-adebayo-smith,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/buulm91tg85kplatlogj",Forward,Supplemental Slots 21-24,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/buulm91tg85kplatlogj.png,Jordan Adebayo-Smith,https://images.mlssoccer.com/image/upload/t_q-best/v1747754826/assets/logos/mls-clubs/Club_Logo-Minnesota_ftweor.png,minnesota-united-fc,99,Jordan  Adebayo-Smith,"5' 11""",172 lbs,1.11.2001 (25),"Colton, CA,
             USA",Forward,,Supplemental Slots 21-24,,,,
Minnesota United Fc,minnesota-united-fc,M. Boxall,https://www.mlssoccer.com/players/michael-boxall,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/ej25cycdlx09rjl8ns9n",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/ej25cycdlx09rjl8ns9n.png,Michael Boxall,https://images.mlssoccer.com/image/upload/t_q-best/v1747754826/assets/logos/mls-clubs/Club_Logo-Minnesota_ftweor.png,minnesota-united-fc,15,Michael  Boxall,"6' 3""",209 lbs,8.18.1988 (37),"Auckland,
             New Zealand",Defender,Right,Senior,,,,
Minnesota United Fc,minnesota-united-fc,M. Caldeira,https://www.mlssoccer.com/players/marcus-caldeira,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/dvx8rcq8duecq5q5bsoo",Forward,Supplemental Slots 25-28,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/dvx8rcq8duecq5q5bsoo.png,Marcus Caldeira,https://images.mlssoccer.com/image/upload/t_q-best/v1747754826/assets/logos/mls-clubs/Club_Logo-Minnesota_ftweor.png,minnesota-united-fc,22,Marcus  Caldeira,"6' 2""",194 lbs,10.14.2004 (21),"Mississauga, ON,
             Canada",Forward,,Supplemental Slots 25-28,,,,
Minnesota United Fc,minnesota-united-fc,D. Callender,https://www.mlssoccer.com/players/drake-callender,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/yovz6lbhrtmpzostbapl",Goalkeeper,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/yovz6lbhrtmpzostbapl.png,Drake Callender,https://images.mlssoccer.com/image/upload/t_q-best/v1747754826/assets/logos/mls-clubs/Club_Logo-Minnesota_ftweor.png,minnesota-united-fc,12,Drake  Callender,"6' 3""",194 lbs,10.7.1997 (28),"Sacramento, CA,
             USA",Goalkeeper,Right,Senior,,drake-kah-lenndur,,
Minnesota United Fc,minnesota-united-fc,T. Chancalay,https://www.mlssoccer.com/players/tomas-chancalay,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/hotfheasicwy8gfupml2",Forward,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/hotfheasicwy8gfupml2.png,Tomás Chancalay,https://images.mlssoccer.com/image/upload/t_q-best/v1747754826/assets/logos/mls-clubs/Club_Logo-Minnesota_ftweor.png,minnesota-united-fc,8,Tomás  Chancalay,"5' 10""",168 lbs,1.1.1999 (27),"Viale,
             Argentina",Forward,Right,Senior,,,,
Minnesota United Fc,minnesota-united-fc,K. Chandler,https://www.mlssoccer.com/players/kieran-chandler,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/id5zauzmb1a5sadvahcj",Midfielder,Supplemental Slots 25-28,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/id5zauzmb1a5sadvahcj.png,Kieran Chandler,https://images.mlssoccer.com/image/upload/t_q-best/v1747754826/assets/logos/mls-clubs/Club_Logo-Minnesota_ftweor.png,minnesota-united-fc,33,Kieran  Chandler,"5' 9""",154 lbs,6.9.2005 (20),"Simsbury, CT,
             USA",Midfielder,,Supplemental Slots 25-28,,,,
Minnesota United Fc,minnesota-united-fc,J. Diaz,https://www.mlssoccer.com/players/jefferson-diaz,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/ab5nkcg2cqxrvxxxioee",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/ab5nkcg2cqxrvxxxioee.png,Jefferson Diaz,https://images.mlssoccer.com/image/upload/t_q-best/v1747754826/assets/logos/mls-clubs/Club_Logo-Minnesota_ftweor.png,minnesota-united-fc,28,Jefferson  Diaz,"6' 1""",183 lbs,12.5.2000 (25),"San Andrés,
             Colombia",Defender,,Senior,,,,
Minnesota United Fc,minnesota-united-fc,M. Dieng,https://www.mlssoccer.com/players/mamadou-dieng,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/nsnyrryujbwhod3l0rrx",Forward,Supplemental Slots 25-28,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/nsnyrryujbwhod3l0rrx.png,Mamadou Dieng,https://images.mlssoccer.com/image/upload/t_q-best/v1747754826/assets/logos/mls-clubs/Club_Logo-Minnesota_ftweor.png,minnesota-united-fc,29,Mamadou  Dieng,"6' 2""",170 lbs,2.4.2004 (22),"unknown,
             Senegal",Forward,,Supplemental Slots 25-28,International,,,
Minnesota United Fc,minnesota-united-fc,M. Duggan,https://www.mlssoccer.com/players/morris-duggan,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/bvyhzbufg1cj8agoijac",Defender,Supplemental Slots 21-24,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/bvyhzbufg1cj8agoijac.png,Morris Duggan,https://images.mlssoccer.com/image/upload/t_q-best/v1747754826/assets/logos/mls-clubs/Club_Logo-Minnesota_ftweor.png,minnesota-united-fc,23,Morris  Duggan,"6' 4""",205 lbs,10.24.2000 (25),"Munich,
             Germany",Defender,,Supplemental Slots 21-24,,,,
Minnesota United Fc,minnesota-united-fc,K. Duncan,https://www.mlssoccer.com/players/kyle-duncan,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/bpdbrlrhvoqqnuyh3alf",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/bpdbrlrhvoqqnuyh3alf.png,Kyle Duncan,https://images.mlssoccer.com/image/upload/t_q-best/v1747754826/assets/logos/mls-clubs/Club_Logo-Minnesota_ftweor.png,minnesota-united-fc,3,Kyle  Duncan,"5' 10""",150 lbs,8.8.1997 (28),"New York, NY,
             USA",Defender,,Senior,,,,
